Topic,TrecID,UUID,target_hostname,Score
Should I buy an LCD TV or a plasma TV?,clueweb12-0702wb-08-03360,0fa733cb-5a7b-57bd-88d5-051f1eff63bb,yahoo.shoptoit.ca,2328.5945
Should I buy an LCD TV or a plasma TV?,clueweb12-0212wb-12-15620,9e47c31f-dbfb-563c-8258-c5ea79f68a12,www.rentacomputer.com,2297.4812
Should I buy an LCD TV or a plasma TV?,clueweb12-0800wb-57-18652,fa7fda7e-8d9c-5b35-9aa6-8c1d23518d63,www.hire-intelligence.com.au,2287.8135
Should I buy an LCD TV or a plasma TV?,clueweb12-0707wb-85-26227,76b0cb67-8c5a-5e9a-835d-7d7af172ca60,forums.consumerreports.org,2271.825
Should I buy an LCD TV or a plasma TV?,clueweb12-0604wb-08-20534,917f20e2-9c97-59d8-a159-fbe8b679c969,www.thx.com,2247.5444
Should I buy an LCD TV or a plasma TV?,clueweb12-0602wb-39-23205,1808a69c-4569-588c-8d68-d18748ec81b1,www.thx.com,2247.3005
Should I buy an LCD TV or a plasma TV?,clueweb12-0605wb-30-17992,d4524617-ad5a-5415-b529-5e747befc566,www.thx.com,1831.3002
Should I buy an LCD TV or a plasma TV?,clueweb12-0102wb-98-17946,2ee30757-2b06-503f-8969-3dcadabc5ca3,www.avforums.com,2202.207000000001
Should I buy an LCD TV or a plasma TV?,clueweb12-1610wb-38-30622,8b9a1e53-f298-50cc-9be2-83bf2e19ccc3,www.corebvba.be,2082.4531
Should I buy an LCD TV or a plasma TV?,clueweb12-1200tw-66-08271,1b2a6609-4ca1-5843-bcc0-33d017d02229,www.thinkdigit.com,2071.6199
Should I buy an LCD TV or a plasma TV?,clueweb12-1700tw-00-01554,131cdaba-b19d-5145-8780-9cd7f5bffc7b,www.thinkdigit.com,1992.7102
Should I buy an LCD TV or a plasma TV?,clueweb12-1200tw-38-20393,487c0db2-e185-5ebe-982f-1ce26535de0c,www.thinkdigit.com,1990.2673
Should I buy an LCD TV or a plasma TV?,clueweb12-1313wb-63-23250,a093f543-6885-502e-8233-54d729164672,www.thinkdigit.com,1985.5614
Should I buy an LCD TV or a plasma TV?,clueweb12-1312wb-43-34892,42f9dae2-f4bc-5bfd-9ac1-767672eb7b25,www.thinkdigit.com,1770.2869
Should I buy an LCD TV or a plasma TV?,clueweb12-1400tw-64-18199,a3dd170a-0abc-5b8e-bea3-e015f899e2ba,www.thinkdigit.com,1745.0309
Should I buy an LCD TV or a plasma TV?,clueweb12-0710wb-81-21164,172955dd-b0bc-5c5d-a2c5-29984e492829,hardware.slashdot.org,2031.8533
Should I buy an LCD TV or a plasma TV?,clueweb12-0010wb-87-13843,9f154a4c-1e67-57c1-88d3-d28c59c4ce7e,tv.about.com,2019.9927
Should I buy an LCD TV or a plasma TV?,clueweb12-0011wb-31-27870,6dc49f73-d613-5fc2-b2e9-71ff5078c6d5,tv.about.com,1775.142
Should I buy an LCD TV or a plasma TV?,clueweb12-0803wb-24-10668,aab787b0-9565-59d9-82ff-bb8249cf440b,www.hire-intelligence.co.uk,2019.5464
Should I buy an LCD TV or a plasma TV?,clueweb12-0509wb-52-02517,75833b1e-d0bf-5f16-b7f7-68ab90d93198,www.kogan.com.au,1997.142
Should I buy an LCD TV or a plasma TV?,clueweb12-1614wb-29-22287,98d897b0-78c5-52ba-bde1-3ebfa2d637df,www.itcsales.co.uk,1973.2972
Should I buy an LCD TV or a plasma TV?,clueweb12-1311wb-31-18346,727319f9-4263-5122-8669-4de39f302a8c,www.discountdisplays.co.uk,1949.2756
Should I buy an LCD TV or a plasma TV?,clueweb12-1100tw-61-05330,2b4d0638-0782-5bdf-9844-bb91056351b5,answers.yahoo.com,1921.0151
Should I buy an LCD TV or a plasma TV?,clueweb12-1100tw-61-05329,b757315b-d66c-5c95-8048-9f20b93a78d3,answers.yahoo.com,1918.1458
Should I buy an LCD TV or a plasma TV?,clueweb12-0706wb-76-18625,46694746-f9ff-54d7-98f0-85f15f23978b,www.tweaktv.com,1869.9747
Should I buy an LCD TV or a plasma TV?,clueweb12-0204wb-81-04224,da840340-5173-5749-9086-58f3cc49e3bb,www.interior-design-it-yourself.com,1858.3109
Should I buy an LCD TV or a plasma TV?,clueweb12-0300wb-19-13875,498309c9-b23d-549f-ba58-ffdf550e9c50,www.powermanagementdesignline.com,1848.2487
Should I buy an LCD TV or a plasma TV?,clueweb12-0603wb-51-10760,cd06cb5a-a58e-56b9-a455-a6b1cc844604,www.rfdesignline.com,1848.2026
Should I buy an LCD TV or a plasma TV?,clueweb12-0500wb-18-06900,31aba248-5c0d-59c5-bc4b-94ba41350afc,www.eetimes.com,1847.3428
Should I buy an LCD TV or a plasma TV?,clueweb12-1800wb-76-03542,d88f78b5-5eef-5a69-9dea-27b499cb45ce,www.tvstandsuk.co.uk,1842.4541
Should I buy an LCD TV or a plasma TV?,clueweb12-1515wb-49-06726,a581bb35-cbfe-5914-99b4-e6584cf1f3a9,www.scannerplace.com.au,1835.9401
Should I buy an LCD TV or a plasma TV?,clueweb12-1901wb-73-12341,a0b6d334-7349-5cb6-a487-5d952c54c559,blog.komeil.com,1787.7417
Should I buy an LCD TV or a plasma TV?,clueweb12-0202wb-31-05088,5e9bc649-31c2-5a16-bbaf-3f0e3687fbf2,www.hdtvsolutions.com,1780.1141
Should I buy an LCD TV or a plasma TV?,clueweb12-0202wb-41-15890,e900a984-243a-5ffc-9bbe-5cb6a40893b9,www.hdtvsolutions.com,1760.9967
Should I buy an LCD TV or a plasma TV?,clueweb12-0814wb-79-15520,f1d5a964-a67a-5d1b-adbb-72bca38e5606,www.techradar.com,1758.6946
Should I buy an LCD TV or a plasma TV?,clueweb12-0612wb-41-13625,1574b071-6139-5d10-afb9-d458b4e8f0d4,www.satcure.co.uk,1745.4835
Train or plane? Which is the better choice?,clueweb12-0917wb-35-06147,b9ba355f-3a6d-5ac3-bb16-a2bb6cc28ca5,ecohearth.com,2178.1226
Train or plane? Which is the better choice?,clueweb12-1407wb-18-17962,ff59f1d6-1893-5e88-84cd-073c8b32485e,www.independenttraveler.com,1746.1011
Train or plane? Which is the better choice?,clueweb12-0004wb-78-20304,f7e4af40-8305-5ebb-acce-29a735bed11f,independenttraveler.com,1745.6943
Train or plane? Which is the better choice?,clueweb12-0705wb-44-15816,30863d78-f27b-58b7-9419-95f55fb5da6d,www.trainparty.com,1676.0728
Train or plane? Which is the better choice?,clueweb12-0707wb-63-08044,ef5d00d5-3dae-525b-8ae6-449737890562,www.trainparty.com,1311.928
Train or plane? Which is the better choice?,clueweb12-0709wb-94-09104,bb9b2e43-1fa7-5d29-b038-371312203f05,www.trainparty.com,1275.4601
Train or plane? Which is the better choice?,clueweb12-0705wb-25-28569,404d0ceb-3554-55a2-af36-e6611b1cd2dd,www.trainparty.com,1273.4252
Train or plane? Which is the better choice?,clueweb12-0707wb-19-00486,47fdfc52-70a3-5d2e-b165-59d40878dcd8,www.trainparty.com,1268.9609
Train or plane? Which is the better choice?,clueweb12-0704wb-99-27074,35632a0a-d626-5556-94c7-6894ed78b821,www.trainparty.com,1253.2974
Train or plane? Which is the better choice?,clueweb12-0305wb-64-20744,688150b4-1617-57eb-ab47-6bb38520071b,www.trainparty.com,1175.3788
Train or plane? Which is the better choice?,clueweb12-0706wb-01-01588,6f497621-1b18-55b8-a575-06d7478605b9,www.trainparty.com,787.4341
Train or plane? Which is the better choice?,clueweb12-0211wb-51-25813,0b9d274c-8721-5a00-b250-7996fa266da6,www.rpa.org,1454.4658
Train or plane? Which is the better choice?,clueweb12-0511wb-15-18202,056112c6-26fe-56eb-bc43-56ee2894025a,www.michigangolf.com,1374.4138
Train or plane? Which is the better choice?,clueweb12-1815wb-34-11344,5dabf430-4290-588d-ba42-2accb5070306,iccoventry.icnetwork.co.uk,1340.7268
Train or plane? Which is the better choice?,clueweb12-1301wb-35-20779,3db07b69-7cac-5b9b-a99b-310acef93e1b,www.pickinglosers.com,1298.717
Train or plane? Which is the better choice?,clueweb12-1612wb-47-00351,c398f5d8-1d7d-52c1-8b81-d710506185fa,twocrabs.blogs.com,1272.6985
Train or plane? Which is the better choice?,clueweb12-1612wb-47-00350,f53ebdd3-b84c-518c-8977-aba16976590e,twocrabs.blogs.com,1270.7318
Train or plane? Which is the better choice?,clueweb12-0606wb-70-00559,ddf4ddfe-3779-5bcc-8783-30d8390f566b,www.powerhousemuseum.com,1228.9672
Train or plane? Which is the better choice?,clueweb12-0811wb-19-09892,ca7d2f5f-a9f2-59d9-a8ad-4807ef34b44d,www.beyondvc.com,1222.5195
Train or plane? Which is the better choice?,clueweb12-0310wb-56-11713,7754cce5-89cf-5f32-a235-ad13dce57c81,mitadmissions.org,1212.1973
Train or plane? Which is the better choice?,clueweb12-0211wb-96-22974,e79be421-c39c-505b-a948-76eeefcd3fde,www.spiked-online.com,1195.0986
Train or plane? Which is the better choice?,clueweb12-0002wb-18-34442,f8531155-04ee-5157-81b5-4b06c128f2f0,contemporarylit.about.com,1142.6953
Train or plane? Which is the better choice?,clueweb12-1103wb-86-04894,57a0afbe-d9df-5c5f-93eb-c43798bbce17,www.carfreeinbigd.com,1086.3805
Train or plane? Which is the better choice?,clueweb12-1103wb-86-04937,39821d5b-e6c3-544e-9558-e2588a2febdf,www.carfreeinbigd.com,961.4497
Train or plane? Which is the better choice?,clueweb12-1103wb-86-04926,5ab0b5ab-9d99-5bd4-b4eb-806d4ce29762,www.carfreeinbigd.com,709.3383
Train or plane? Which is the better choice?,clueweb12-1020wb-15-04604,8535a547-2872-571b-978c-7da0474d1cfa,www.carfreeinbigd.com,708.0643299999998
Train or plane? Which is the better choice?,clueweb12-1315wb-03-23053,0fe05131-3228-5259-a9f0-f011b39e0589,www.mestern.net,1068.685
Train or plane? Which is the better choice?,clueweb12-0603wb-97-16876,83361eb9-17c9-566e-9dd4-b6f1f9a1786e,www.loe.org,1060.1531
Train or plane? Which is the better choice?,clueweb12-0511wb-72-04324,d0c5d716-14d8-542a-8e14-a5ea557a7560,www.progress.org,1049.1517
Train or plane? Which is the better choice?,clueweb12-1013wb-51-17839,f15a63dc-bc42-53ad-b803-9f4a25c128c6,www.ethicalconsumer.org,1041.2343
Train or plane? Which is the better choice?,clueweb12-1000tw-79-06437,6f093726-10f4-579e-8d68-db9bd74cf759,blogs.news.com.au,1012.8308
Train or plane? Which is the better choice?,clueweb12-0511wb-05-16853,acb7e2d0-a6d9-5644-ba57-82703fc3f334,www.grownups.co.nz,996.50616
Train or plane? Which is the better choice?,clueweb12-0700wb-26-14882,b66b1c11-d736-5b1b-82bf-8e305e974c5f,www.grownups.co.nz,793.3079
Train or plane? Which is the better choice?,clueweb12-0309wb-28-08878,e86b29e6-e7c8-5270-ad50-48a31c909c36,alaska.org,963.1247
Train or plane? Which is the better choice?,clueweb12-0503wb-53-31848,849f6076-6b1a-5aea-84b9-fe0380239b88,www.frontiernet.net,939.93256
Train or plane? Which is the better choice?,clueweb12-1118wb-80-03348,e8829c8a-7aa9-5417-9196-8da2783866d7,www.blckdgrd.com,927.2548
Train or plane? Which is the better choice?,clueweb12-0813wb-99-12336,2061741d-d537-5a1c-98bf-87bbd24b9241,www.cittadinocanadese.com,926.6772
Train or plane? Which is the better choice?,clueweb12-0405wb-36-01830,10a46fac-6b12-53a7-b292-b92da7c189b4,www.bug.co.uk,922.9767
Train or plane? Which is the better choice?,clueweb12-0510wb-22-00448,a1e0f7fb-30a5-5d99-95a4-ccd40925622d,www.good.is,910.5361
Train or plane? Which is the better choice?,clueweb12-1610wb-67-19881,55a49957-aeeb-5c0d-9fd2-dbf9517f5153,archive.iwai.ie,908.1038
Train or plane? Which is the better choice?,clueweb12-0207wb-87-15125,545016c6-ea69-5f75-a90b-bbc0d78acdb3,www.newscientist.com,898.0288
Train or plane? Which is the better choice?,clueweb12-1513wb-11-15088,6f33811a-ea1e-5c2d-bb44-ba6d9b3657dd,sacred-texts.com,894.4834599999998
Train or plane? Which is the better choice?,clueweb12-0209wb-50-18643,810454ca-e5d7-5ede-93ea-ba3898dd1238,www.prochoiceactionnetwork-canada.org,889.9939
Train or plane? Which is the better choice?,clueweb12-0008wb-25-31062,8eb0b683-a9a1-5d41-95b6-031ea6ab73be,www.1729.com,887.9265
Train or plane? Which is the better choice?,clueweb12-0501wb-40-13014,042afbbb-8848-527c-b9dd-4cf6db0a67c7,thetyee.ca,876.84235
Train or plane? Which is the better choice?,clueweb12-0902wb-27-23282,c4906dc8-1e91-51e5-9b04-a3fe5b7be5f0,blog.tsa.gov,876.044
Train or plane? Which is the better choice?,clueweb12-0009wb-72-01381,a773ff77-4b14-52c7-97c2-13771ec4a9ee,dreamflesh.com,871.9826
Train or plane? Which is the better choice?,clueweb12-0817wb-62-32464,8c60852b-7ca3-5ba4-a80e-8063657f069d,www.stitch-cast.com,849.5289
Train or plane? Which is the better choice?,clueweb12-0915wb-41-17693,97f79125-90c6-5cba-ac6e-2bf4d251eeb6,www.planestupid.com,844.4288300000002
Train or plane? Which is the better choice?,clueweb12-0106wb-91-17068,f9252fcf-3a4a-5f6d-a165-0db01241bbca,www.gamereport.com,844.0726
Train or plane? Which is the better choice?,clueweb12-0500wb-95-18312,2f0425fe-23d5-5f5c-98c0-1bd2e72d350b,www.eshopfitters.co.uk,843.12506
Train or plane? Which is the better choice?,clueweb12-0500wb-95-18297,43c2e8b6-f0bd-5a71-9ed5-f9655d18d3ce,www.eshopfitters.co.uk,797.5015
Train or plane? Which is the better choice?,clueweb12-0704wb-66-11198,8a0b32bf-2c1d-5b29-a00b-cdfa89cce326,www.wildernessisland.com,842.8331
Train or plane? Which is the better choice?,clueweb12-0309wb-89-08530,0f6e47e2-9251-5540-a487-363c25e5bbd2,members.optushome.com.au,827.0456
Train or plane? Which is the better choice?,clueweb12-1506wb-00-02555,98d1fb7a-2a97-5f88-aadc-c0132dca67a8,www.theengineer.co.uk,825.788
Train or plane? Which is the better choice?,clueweb12-1019wb-77-12249,75b14026-4951-5eeb-9ac8-0cfd092d1e19,www.climatechangecorp.com,820.95746
Train or plane? Which is the better choice?,clueweb12-0304wb-04-02328,3434c24c-4b88-5613-9474-d286d094788d,www.restromania.com,815.95685
Train or plane? Which is the better choice?,clueweb12-1504wb-32-19961,414c0b02-9054-56da-9d9a-de1dfe98face,www.davidshepherd.com,814.0176
Train or plane? Which is the better choice?,clueweb12-0300wb-18-30098,5a73b380-4093-5c34-b8fe-94354167bd8b,www.monocle.com,812.4839
Train or plane? Which is the better choice?,clueweb12-0300wb-10-11273,d72aa037-3b26-5042-9b6b-4c1c0bbcde06,www.monocle.com,811.8891
Train or plane? Which is the better choice?,clueweb12-0701wb-33-03573,9b74d1b9-7b5c-5300-8a4b-4a2b72f57c2f,www.smithsonianmag.com,812.3778
Train or plane? Which is the better choice?,clueweb12-1101tw-12-14722,7129df1d-91e4-5eec-bedb-6c8f71a83fe2,www.washingtonpost.com,792.1408700000002
Train or plane? Which is the better choice?,clueweb12-0701wb-55-28981,d78fbcef-19eb-5504-9095-bc04798dda41,www.upd8.org.uk,790.73956
Train or plane? Which is the better choice?,clueweb12-0304wb-59-07188,427a4076-8c50-5106-8dee-c96db3dba269,www.upd8.org.uk,790.7395
Train or plane? Which is the better choice?,clueweb12-0300tw-83-11109,457a9d01-61a4-5b57-8393-7bc0d7baccd8,www.rcindia.org,783.1712
Train or plane? Which is the better choice?,clueweb12-1704wb-76-00552,1d552a79-fe17-5210-8b07-d542f2560d77,www.tibetdiscovery.com,780.0784
Train or plane? Which is the better choice?,clueweb12-0511wb-64-18781,d441a395-fb27-5203-829e-70826c08bfd2,www.ncconservationnetwork.org,778.6843
Train or plane? Which is the better choice?,clueweb12-0511wb-72-21296,c7dfc3a3-3f0d-5e9a-a421-64280d8980e0,www.ncconservationnetwork.org,777.73376
Train or plane? Which is the better choice?,clueweb12-1809wb-02-26413,44b7bb13-5e98-5e36-97a9-469f0634a8f6,stab-iitb.org,771.9042400000002
Train or plane? Which is the better choice?,clueweb12-1616wb-27-24390,84ec5430-0244-5de6-bd28-2796a889972c,fotoeins.com,769.94073
Train or plane? Which is the better choice?,clueweb12-1613wb-42-25576,0fde72b4-5f2f-5681-b9ef-f5e248b0b22f,www.ecomii.com,763.4799
Train or plane? Which is the better choice?,clueweb12-1010wb-30-18737,9af53a69-5eef-56d1-aa0f-d7d52bbf5771,www.suzietrainsmaui.com,752.72
Train or plane? Which is the better choice?,clueweb12-1011wb-94-11273,560c00f2-abd8-5e4d-87a2-c4055bd6addd,www.suzietrainsmaui.com,751.3183
Train or plane? Which is the better choice?,clueweb12-1011wb-01-13347,944b8713-24a1-576e-af20-87a8a5202953,www.suzietrainsmaui.com,747.0487
Train or plane? Which is the better choice?,clueweb12-1011wb-34-01358,615dbe07-45c0-5901-8bff-47d7a85d3734,www.suzietrainsmaui.com,738.5563400000002
Train or plane? Which is the better choice?,clueweb12-1011wb-01-13343,e7a14577-8bc3-529b-a520-2849a388544f,www.suzietrainsmaui.com,724.6519
Train or plane? Which is the better choice?,clueweb12-0104wb-69-20291,e0d57134-fc14-500b-bcb8-cbca7bc3380b,www.anatomytrains.com,751.35175
Train or plane? Which is the better choice?,clueweb12-1905wb-69-18037,d7ae60ff-25f6-5258-87c6-cf3ee72b4fdd,www.killingtrain.com,749.61365
Train or plane? Which is the better choice?,clueweb12-0508wb-06-29268,e16d67b5-dd39-50cc-b175-1c1d9e146312,www.essayforum.com,749.4587
Train or plane? Which is the better choice?,clueweb12-0717wb-33-18523,c687eaf0-1f58-5943-bdf1-26ad948e413d,www.blog.beonair.com,749.0287
Train or plane? Which is the better choice?,clueweb12-0202wb-24-29319,ec1fd846-1e01-5ac4-a9d9-88e9e33c0adf,www.jophan.org,747.59644
Train or plane? Which is the better choice?,clueweb12-0816wb-95-18433,214d6459-b07d-5f19-886a-d5156696ab6d,grantmcwilliams.com,738.85657
Train or plane? Which is the better choice?,clueweb12-1716wb-14-11156,04b61589-8378-5000-9b25-33da7ed1a204,yourlife.usatoday.com,735.6341
Train or plane? Which is the better choice?,clueweb12-0013wb-84-16167,19299db4-75fe-5003-8e3b-2d846f458adb,www.bettertransport.org.uk,734.1997700000002
Train or plane? Which is the better choice?,clueweb12-1513wb-39-18781,042388b2-ae94-53a1-8ab1-da7fa4316029,www.planecrazydownunder.com,734.1307400000002
Train or plane? Which is the better choice?,clueweb12-1514wb-90-17922,13b885aa-dd25-528f-b0d1-cb561e7415c0,www.planecrazydownunder.com,722.46735
Train or plane? Which is the better choice?,clueweb12-1908wb-31-21845,6139d7bf-132e-5c04-99cb-78f01ebd4d7d,trains4america.wordpress.com,733.7285
Train or plane? Which is the better choice?,clueweb12-0008wb-53-02600,8f7da732-9044-54e2-a3f8-09b4656520c2,progreso-weekly.com,730.4897
Train or plane? Which is the better choice?,clueweb12-1009wb-58-26347,3f63b5dc-f4f8-5ab9-b5ba-3dfdc050b1b7,www.traveltibetguide.com,728.534
Train or plane? Which is the better choice?,clueweb12-1210wb-72-22190,4931b5dd-efa6-573a-8889-fa721c944d8a,greatgamegate.livejournal.com,724.18945
Train or plane? Which is the better choice?,clueweb12-1208wb-75-17850,bd8cc7b4-d742-53bd-8e07-b6eb3495880d,greatgamegate.livejournal.com,723.0437
Train or plane? Which is the better choice?,clueweb12-1210wb-72-22189,2040b9e8-29e0-5b3d-8ce5-f0e99d9ba6fb,greatgamegate.livejournal.com,720.34406
Train or plane? Which is the better choice?,clueweb12-0716wb-21-10007,96dd5007-b6ae-5f0f-8b27-f23b7e84b563,tech.slashdot.org,721.4811
Train or plane? Which is the better choice?,clueweb12-0601wb-96-24140,e08a1462-7561-5090-a0ef-22404d1619ae,www.southerncrossreview.org,712.45465
Train or plane? Which is the better choice?,clueweb12-0108wb-28-06060,8bffa677-dccf-57fb-8d8a-ab7455019313,www.emersoncentral.com,712.3094
Train or plane? Which is the better choice?,clueweb12-0211wb-82-12881,1d26e38e-2bbe-5bc4-913e-de7f4fc84d1c,www.rwe.org,711.8883
Train or plane? Which is the better choice?,clueweb12-0302wb-22-13730,5c8ccbe8-7bc5-5041-aa32-328bc463de0c,www.rwe.org,711.75433
Train or plane? Which is the better choice?,clueweb12-0300wb-17-01402,43722df0-e7c3-5f22-aa6f-3fa8823b6016,www.rwe.org,711.22205
Train or plane? Which is the better choice?,clueweb12-1505wb-75-08214,a2125f74-d8cc-5230-ab02-4ff058319c1a,www.startmakingchoices.com,707.9010599999998
Train or plane? Which is the better choice?,clueweb12-1505wb-78-04671,30530de1-9396-5811-b513-aac346fe5e8a,www.startmakingchoices.com,707.72516
What is the highest mountain on Earth?,clueweb12-0001wb-49-06554,e185c53e-e1f3-5863-a1b9-6bf53c507057,geography.about.com,1909.9131
What is the highest mountain on Earth?,clueweb12-0003wb-36-33075,22258bdc-b7da-58c2-9c42-83927c8cb75c,geography.about.com,1877.6965
What is the highest mountain on Earth?,clueweb12-0311wb-68-13222,0fc5ad40-f733-50c0-8f0d-7484c9a3c4c9,geography.about.com,1377.2355
What is the highest mountain on Earth?,clueweb12-0401wb-12-24001,06ef7494-0dad-52fb-b84d-034dfc457721,geography.about.com,1314.7269
What is the highest mountain on Earth?,clueweb12-0007wb-42-14507,36e6cafc-8d7b-5403-a35d-73c45d92aeae,geography.about.com,1125.983
What is the highest mountain on Earth?,clueweb12-0310wb-71-21888,d2020e47-52d8-5863-bfc6-783be4ef5a31,geography.about.com,1097.7698
What is the highest mountain on Earth?,clueweb12-0002wb-09-10533,2b0632e6-394f-5222-96d3-e3461356f4ef,geography.about.com,1017.1388
What is the highest mountain on Earth?,clueweb12-0001wb-99-01526,8d835848-1f21-5f52-8445-8a7494d2170f,geography.about.com,980.11615
What is the highest mountain on Earth?,clueweb12-0001wb-84-28144,1d08e365-207a-544c-8758-92714e7171d9,geography.about.com,962.51294
What is the highest mountain on Earth?,clueweb12-1400wb-90-19701,1ddf6e3f-25da-514c-a578-2b2bba6a85ba,www.trailspace.com,1755.744
What is the highest mountain on Earth?,clueweb12-0808wb-31-22540,5525349c-3734-52c7-a77e-ccbc136b448d,newmediajournal.us,1553.4641
What is the highest mountain on Earth?,clueweb12-0407wb-77-25064,133d97d6-8bad-5f5d-bf37-dd1d52898d07,www.environmentalgraffiti.com,1502.3197
What is the highest mountain on Earth?,clueweb12-1707wb-37-01123,c287dfbb-86a2-51c4-8743-3907bd5d72e1,webecoist.momtastic.com,1497.8724
What is the highest mountain on Earth?,clueweb12-0306wb-99-14468,e392ed56-f10f-5c4e-b982-ff5d02f7fff1,imagingeverest.rgs.org,1442.95
What is the highest mountain on Earth?,clueweb12-0001wb-84-26440,151a37db-359e-5fdb-a6a2-15741a5786b5,climbing.about.com,1387.1289
What is the highest mountain on Earth?,clueweb12-0001wb-84-26442,0ff83c48-af46-57b8-b9ad-0bc27c6205f0,climbing.about.com,1378.6669
What is the highest mountain on Earth?,clueweb12-0001wb-98-37744,5bb4e94e-731c-516f-aca3-1ad14c823692,climbing.about.com,1211.1443
What is the highest mountain on Earth?,clueweb12-0003wb-36-31084,28a47623-1a7a-5671-9110-5241782641f8,climbing.about.com,1208.8369
What is the highest mountain on Earth?,clueweb12-1712wb-14-07851,6ecbe4a8-cf94-512c-acfe-34e5f5eef489,onorbit.com,1349.4298
What is the highest mountain on Earth?,clueweb12-1710wb-36-16068,4c6e776e-b073-5d51-b003-559975da1f35,onorbit.com,1038.4646
What is the highest mountain on Earth?,clueweb12-0311wb-48-31924,972da787-803b-5002-baf6-ffd089a00dce,home.gwu.edu,1316.3596
What is the highest mountain on Earth?,clueweb12-1913wb-32-23389,a611f544-eff8-58ab-8bf2-e40dca90cefb,marilynngriffith.typepad.com,1273.365
What is the highest mountain on Earth?,clueweb12-0700tw-03-19340,3c112038-c3fe-5745-ae32-eb6abd6da18e,www.vagabondish.com,1250.7509
What is the highest mountain on Earth?,clueweb12-1502wb-85-11830,5ecfa060-8593-537d-9326-9e8b3d47baf3,home.online.no,1221.5665
What is the highest mountain on Earth?,clueweb12-0400wb-27-00908,bba1a020-22ae-5124-9a13-143e39047b91,home.online.no,1220.5895
What is the highest mountain on Earth?,clueweb12-0200tw-62-20269,a5ff7804-ceeb-57b9-9a19-7194a32ab116,wisteme.com,1189.6334
What is the highest mountain on Earth?,clueweb12-1400wb-49-03280,15ac9dee-5166-5723-ac84-bb4089addd2c,enlightenmentandmeditation.com,1175.7284
What is the highest mountain on Earth?,clueweb12-0600tw-26-15874,3294e1f9-c910-5e99-b3ae-c3beecce59bc,www.baldhiker.com,1175.4323
What is the highest mountain on Earth?,clueweb12-1400tw-37-07310,30e115f5-59a1-5bed-b5c0-1e9280945816,earthobservatory.nasa.gov,1150.5579
What is the highest mountain on Earth?,clueweb12-1400tw-37-07311,685c3a9f-ae14-5c3e-8e96-a232f590cc4d,earthobservatory.nasa.gov,1149.9108
What is the highest mountain on Earth?,clueweb12-0311wb-67-25809,5bcf5b81-a675-58f0-bc43-bce0d539a455,earthobservatory.nasa.gov,1072.1664
What is the highest mountain on Earth?,clueweb12-1400tw-18-08491,16d1d373-327a-5bcf-a48b-9b0fe8aec6c1,m.earthobservatory.nasa.gov,1149.6497
What is the highest mountain on Earth?,clueweb12-0204wb-98-04446,5fb664f7-ed60-5c06-b4c3-4403abd7d9d7,www.icr.org,1149.0923
What is the highest mountain on Earth?,clueweb12-0504wb-60-31398,e5cd4615-fc8b-50ef-84fc-078fdd969900,www.gadling.com,1125.637
What is the highest mountain on Earth?,clueweb12-0408wb-80-20140,cbcff522-0352-5491-a836-9fbfe8b2ee89,www.culturalinquiry.org,1111.2426
What is the highest mountain on Earth?,clueweb12-0007wb-71-08875,7ffc8c20-87a7-5e33-b239-a42acbcbc01d,answering-christianity.com,1098.995
What is the highest mountain on Earth?,clueweb12-1003wb-25-27731,d3e69b7e-1dac-54f1-8b6e-113ee09548e1,www.quransearch.com,1098.9084
What is the highest mountain on Earth?,clueweb12-0809wb-72-11290,9169994c-a588-5c92-9d17-c2d30bfe7039,theresilientearth.com,1081.692
What is the highest mountain on Earth?,clueweb12-1314wb-09-32136,4334262e-8989-55fa-9dc1-4d957e9f363b,www.ironmountain.com,1067.4558
What is the highest mountain on Earth?,clueweb12-0904wb-51-23857,55d3415f-685d-508d-93f9-d5012ea13473,www.ourhollowearth.com,1064.6278
What is the highest mountain on Earth?,clueweb12-1700tw-37-11223,41fb8df2-34d8-5bca-81c1-b615ffd296e5,earthsky.org,1064.0094
What is the highest mountain on Earth?,clueweb12-1810wb-25-10548,0db7185e-9cc1-5469-a9cd-5da6ee7d1c20,www.suv.org,1061.7877
What is the highest mountain on Earth?,clueweb12-0412wb-32-15843,17b08fb3-e7be-5286-8752-3dcdbe143677,www.earthmagazine.com,1059.4196
What is the highest mountain on Earth?,clueweb12-0412wb-31-00887,96fd3810-eab3-580c-ae3e-d822e4afd7d5,www.earthmagazine.com,1058.253
What is the highest mountain on Earth?,clueweb12-0412wb-29-15634,024da482-97a2-5562-92e7-cfca1d6e486b,www.earthmagazine.com,1009.3482
What is the highest mountain on Earth?,clueweb12-0412wb-29-15636,b2951a4f-1d48-557d-818a-88e57dc9a2b5,www.earthmagazine.com,1009.34454
What is the highest mountain on Earth?,clueweb12-0504wb-96-31991,0a30d6e4-94f7-51c1-9b72-47697d946dad,www.earthmagazine.org,1059.1498
What is the highest mountain on Earth?,clueweb12-0504wb-74-22177,b8310cf7-de88-53e0-9109-3e1075f4756c,www.earthmagazine.org,1058.3677
What is the highest mountain on Earth?,clueweb12-0504wb-54-28322,d232c150-cef1-5f1b-8c79-e846076277f8,www.earthmagazine.org,1008.73846
What is the highest mountain on Earth?,clueweb12-0504wb-54-28329,754b7201-cf82-57f4-bdab-92f94bdbd832,www.earthmagazine.org,1006.4873
